time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,change_measure,social_worker_stability,number,percentage
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,Social worker changes over 24 months,With one social worker change,132,29
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,Social worker changes over 24 months,With two or more social worker changes,246,54
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,Social worker changes across 12 months,Total,328,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,Social worker changes across 12 months,With no social worker change,152,46
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,Social worker changes across 12 months,With one social worker change,97,30
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,Social worker changes across 12 months,With two or more social worker changes,79,24
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,Social worker changes over 24 months,Total,328,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,Social worker changes over 24 months,With no social worker change,94,29
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,Social worker changes over 24 months,With one social worker change,69,21
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,Social worker changes over 24 months,With two or more social worker changes,165,50
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,Social worker changes across 12 months,Total,309,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,Social worker changes across 12 months,With no social worker change,85,28
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,Social worker changes across 12 months,With one social worker change,119,39
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,Social worker changes across 12 months,With two or more social worker changes,105,34
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,Social worker changes over 24 months,Total,309,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,Social worker changes over 24 months,With no social worker change,58,19
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,Social worker changes over 24 months,With one social worker change,60,19
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,Social worker changes over 24 months,With two or more social worker changes,191,62
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,Social worker changes across 12 months,Total,209,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,Social worker changes across 12 months,With no social worker change,89,43
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,Social worker changes across 12 months,With one social worker change,83,40
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,Social worker changes across 12 months,With two or more social worker changes,37,18
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,Social worker changes over 24 months,Total,209,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,Social worker changes over 24 months,With no social worker change,57,27
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,Social worker changes over 24 months,With one social worker change,74,35
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,Social worker changes over 24 months,With two or more social worker changes,78,37
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,Social worker changes across 12 months,Total,410,100
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,Social worker changes across 12 months,With no social worker change,162,40
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,Social worker changes across 12 months,With one social worker change,136,33
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,Social worker changes across 12 months,With two or more social worker changes,112,27
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,Social worker changes over 24 months,Total,410,100
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,Social worker changes over 24 months,With no social worker change,66,16
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,Social worker changes over 24 months,With one social worker change,136,33
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,Social worker changes over 24 months,With two or more social worker changes,208,51
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,Social worker changes across 12 months,Total,x,x
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,Social worker changes across 12 months,With no social worker change,x,x
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,Social worker changes across 12 months,With one social worker change,x,x
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,Social worker changes across 12 months,With two or more social worker changes,x,x
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,Social worker changes over 24 months,Total,x,x
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,Social worker changes over 24 months,With no social worker change,x,x
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,Social worker changes over 24 months,With one social worker change,x,x
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,Social worker changes over 24 months,With two or more social worker changes,x,x
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,Social worker changes across 12 months,Total,226,100
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,Social worker changes across 12 months,With no social worker change,77,34
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,Social worker changes across 12 months,With one social worker change,71,31
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,Social worker changes across 12 months,With two or more social worker changes,78,35
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,Social worker changes over 24 months,Total,226,100
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,Social worker changes over 24 months,With no social worker change,43,19
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,Social worker changes over 24 months,With one social worker change,46,20
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,Social worker changes over 24 months,With two or more social worker changes,137,61
