time_period,time_identifier,geographic_level,country_code,country_name,cla_group,population_group,characteristic,move_measure,school_stability,number,percentage
2018,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,State-funded AP school,Mid-year moves,Total children,1370,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,State-funded AP school,Mid-year moves,With no mid-year moves during the year,1220,89
2018,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,State-funded AP school,Mid-year moves,With one or more mid-year moves during the year,160,11
2018,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,State-funded primary,Any moves,Total children,21480,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,State-funded primary,Any moves,With no moves during the year,17980,84
2018,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,State-funded primary,Any moves,With one or more moves during the year,3500,16
2018,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,State-funded primary,Mid-year moves,Total children,21480,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,State-funded primary,Mid-year moves,With no mid-year moves during the year,19140,89
2018,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,State-funded primary,Mid-year moves,With one or more mid-year moves during the year,2340,11
2018,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,State-funded secondary,Any moves,Total children,19850,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,State-funded secondary,Any moves,With no moves during the year,17680,89
2018,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,State-funded secondary,Any moves,With one or more moves during the year,2170,11
2018,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,State-funded secondary,Mid-year moves,Total children,19850,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,State-funded secondary,Mid-year moves,With no mid-year moves during the year,18240,92
2018,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,State-funded secondary,Mid-year moves,With one or more mid-year moves during the year,1610,8
2018,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,Total children,Any moves,Total children,47640,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,Total children,Any moves,With no moves during the year,41520,87
2018,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,Total children,Any moves,With one or more moves during the year,6120,13
2018,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,Total children,Mid-year moves,Total children,47640,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,Total children,Mid-year moves,With no mid-year moves during the year,43360,91
2018,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,Total children,Mid-year moves,With one or more mid-year moves during the year,4270,9
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN,"Education, Health and Care Plan",Any moves,Total children,9010,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN,"Education, Health and Care Plan",Any moves,With no moves during the year,8020,89
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN,"Education, Health and Care Plan",Any moves,With one or more moves during the year,990,11
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN,"Education, Health and Care Plan",Mid-year moves,Total children,9010,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN,"Education, Health and Care Plan",Mid-year moves,With no mid-year moves during the year,8390,93
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN,"Education, Health and Care Plan",Mid-year moves,With one or more mid-year moves during the year,620,7
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN,No special educational need,Any moves,Total children,23210,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN,No special educational need,Any moves,With no moves during the year,20240,87
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN,No special educational need,Any moves,With one or more moves during the year,2960,13
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN,No special educational need,Mid-year moves,Total children,23210,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN,No special educational need,Mid-year moves,With no mid-year moves during the year,21130,91
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN,No special educational need,Mid-year moves,With one or more mid-year moves during the year,2080,9
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN,SEN support,Any moves,Total children,15130,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN,SEN support,Any moves,With no moves during the year,13150,87
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN,SEN support,Any moves,With one or more moves during the year,1980,13
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN,SEN support,Mid-year moves,Total children,15130,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN,SEN support,Mid-year moves,With no mid-year moves during the year,13750,91
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN,SEN support,Mid-year moves,With one or more mid-year moves during the year,1380,9
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN,Total children,Any moves,Total children,47640,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN,Total children,Any moves,With no moves during the year,41520,87
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN,Total children,Any moves,With one or more moves during the year,6120,13
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN,Total children,Mid-year moves,Total children,47640,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN,Total children,Mid-year moves,With no mid-year moves during the year,43360,91
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN,Total children,Mid-year moves,With one or more mid-year moves during the year,4270,9
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN,Unknown,Any moves,Total children,290,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN,Unknown,Any moves,With no moves during the year,100,34
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN,Unknown,Any moves,With one or more moves during the year,190,66
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN,Unknown,Mid-year moves,Total children,290,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN,Unknown,Mid-year moves,With no mid-year moves during the year,100,35
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN,Unknown,Mid-year moves,With one or more mid-year moves during the year,190,65
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN primary need,Autistic Spectrum Disorder,Any moves,Total children,1330,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN primary need,Autistic Spectrum Disorder,Any moves,With no moves during the year,1230,93
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN primary need,Autistic Spectrum Disorder,Any moves,With one or more moves during the year,100,7
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN primary need,Autistic Spectrum Disorder,Mid-year moves,Total children,1330,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN primary need,Autistic Spectrum Disorder,Mid-year moves,With no mid-year moves during the year,1270,96
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN primary need,Autistic Spectrum Disorder,Mid-year moves,With one or more mid-year moves during the year,60,4
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN primary need,Hearing Impairment,Any moves,Total children,150,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN primary need,Hearing Impairment,Any moves,With no moves during the year,140,89
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN primary need,Hearing Impairment,Any moves,With one or more moves during the year,20,11
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN primary need,Hearing Impairment,Mid-year moves,Total children,150,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN primary need,Hearing Impairment,Mid-year moves,With no mid-year moves during the year,140,92
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN primary need,Hearing Impairment,Mid-year moves,With one or more mid-year moves during the year,10,8
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN primary need,Moderate Learning Difficulty,Any moves,Total children,4610,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN primary need,Moderate Learning Difficulty,Any moves,With no moves during the year,4080,89
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN primary need,Moderate Learning Difficulty,Any moves,With one or more moves during the year,530,11
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN primary need,Moderate Learning Difficulty,Mid-year moves,Total children,4610,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,SEN primary need,Moderate Learning Difficulty,Mid-year moves,With no mid-year moves during the year,4270,93
