time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,age,activity,number,percentage
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 17 to 18,In an apprenticeship,z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 17 to 18,In training or employment,10,16
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 17 to 18,In training or employment (excl. apprenticeship),z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 17 to 18,"Not in education, training or employment, owing to illness or disability",c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 17 to 18,"Not in education, training or employment, owing to other reasons",c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 17 to 18,"Not in education, training or employment, owing to pregnancy or parenting",0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 17 to 18,Total,62,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 17 to 18,"Total in education, employment or training",51,82
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 17 to 18,Total information not known,2,3
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 17 to 18,"Total not in education, employment or training",9,15
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 19 to 21,Education other than higher education,34,21
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 19 to 21,Higher education i.e. studies beyond A level,12,8
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 19 to 21,In an apprenticeship,z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 19 to 21,In training or employment,49,31
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 19 to 21,In training or employment (excl. apprenticeship),z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 19 to 21,"Not in education, training or employment, owing to illness or disability",19,12
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 19 to 21,"Not in education, training or employment, owing to other reasons",16,10
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 19 to 21,"Not in education, training or employment, owing to pregnancy or parenting",16,10
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 19 to 21,Total,160,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 19 to 21,"Total in education, employment or training",95,59
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 19 to 21,Total information not known,14,9
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 19 to 21,"Total not in education, employment or training",51,32
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 17 to 18,Education other than higher education,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 17 to 18,Higher education i.e. studies beyond A level,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 17 to 18,In an apprenticeship,z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 17 to 18,In training or employment,15,27
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 17 to 18,In training or employment (excl. apprenticeship),z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 17 to 18,"Not in education, training or employment, owing to illness or disability",c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 17 to 18,"Not in education, training or employment, owing to other reasons",13,24
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 17 to 18,"Not in education, training or employment, owing to pregnancy or parenting",c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 17 to 18,Total,55,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 17 to 18,"Total in education, employment or training",33,60
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 17 to 18,Total information not known,1,2
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 17 to 18,"Total not in education, employment or training",21,38
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 19 to 21,Education other than higher education,16,17
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 19 to 21,Higher education i.e. studies beyond A level,13,14
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 19 to 21,In an apprenticeship,z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 19 to 21,In training or employment,25,27
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 19 to 21,In training or employment (excl. apprenticeship),z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 19 to 21,"Not in education, training or employment, owing to illness or disability",c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 19 to 21,"Not in education, training or employment, owing to other reasons",31,33
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 19 to 21,"Not in education, training or employment, owing to pregnancy or parenting",c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 19 to 21,Total,93,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 19 to 21,"Total in education, employment or training",54,58
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 19 to 21,Total information not known,5,5
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Aged 19 to 21,"Total not in education, employment or training",34,37
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 17 to 18,Education other than higher education,21,33
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 17 to 18,Higher education i.e. studies beyond A level,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 17 to 18,In an apprenticeship,z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 17 to 18,In training or employment,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 17 to 18,In training or employment (excl. apprenticeship),z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 17 to 18,"Not in education, training or employment, owing to illness or disability",c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 17 to 18,"Not in education, training or employment, owing to other reasons",23,37
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 17 to 18,"Not in education, training or employment, owing to pregnancy or parenting",c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 17 to 18,Total,63,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 17 to 18,"Total in education, employment or training",31,49
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 17 to 18,Total information not known,3,5
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 17 to 18,"Total not in education, employment or training",29,46
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 19 to 21,Education other than higher education,29,13
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 19 to 21,Higher education i.e. studies beyond A level,9,4
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 19 to 21,In an apprenticeship,z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 19 to 21,In training or employment,63,29
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 19 to 21,In training or employment (excl. apprenticeship),z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 19 to 21,"Not in education, training or employment, owing to illness or disability",39,18
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 19 to 21,"Not in education, training or employment, owing to other reasons",51,24
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 19 to 21,"Not in education, training or employment, owing to pregnancy or parenting",15,7
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 19 to 21,Total,217,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 19 to 21,"Total in education, employment or training",101,47
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 19 to 21,Total information not known,11,5
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Aged 19 to 21,"Total not in education, employment or training",105,48
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 17 to 18,Education other than higher education,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 17 to 18,Higher education i.e. studies beyond A level,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 17 to 18,In an apprenticeship,z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 17 to 18,In training or employment,11,31
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Aged 17 to 18,In training or employment (excl. apprenticeship),z,z
