time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,reason_for_change,number,percentage
2018,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Resignation or closure of provision,30,1
2018,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Responsible/Area authority requests placement to end,80,2
2018,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Standards of care concern,20,1
2018,Reporting year,National,E92000001,England,Placement type,Other residential settings,All Placements,2740,5
2018,Reporting year,National,E92000001,England,Placement type,Other residential settings,Allegation (s47),10,k
2018,Reporting year,National,E92000001,England,Placement type,Other residential settings,Approval removed,10,k
2018,Reporting year,National,E92000001,England,Placement type,Other residential settings,Carer requests placement end other than due to child's behaviour,50,2
2018,Reporting year,National,E92000001,England,Placement type,Other residential settings,Carer requests placement ends due to child's behaviour,130,5
2018,Reporting year,National,E92000001,England,Placement type,Other residential settings,Change in the status of a placement only,210,8
2018,Reporting year,National,E92000001,England,Placement type,Other residential settings,Change to/Implementation of care plan,1330,49
2018,Reporting year,National,E92000001,England,Placement type,Other residential settings,Child requests placement to end,30,1
2018,Reporting year,National,E92000001,England,Placement type,Other residential settings,Custody,z,z
2018,Reporting year,National,E92000001,England,Placement type,Other residential settings,Other,870,32
2018,Reporting year,National,E92000001,England,Placement type,Other residential settings,Resignation or closure of provision,20,1
2018,Reporting year,National,E92000001,England,Placement type,Other residential settings,Responsible/Area authority requests placement to end,80,3
2018,Reporting year,National,E92000001,England,Placement type,Other residential settings,Standards of care concern,20,1
2018,Reporting year,National,E92000001,England,Placement type,Placed for adoption,All Placements,520,1
2018,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Allegation (s47),c,c
2018,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Approval removed,c,c
2018,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Carer requests placement end other than due to child's behaviour,30,6
2018,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Carer requests placement ends due to child's behaviour,20,3
2018,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Change in the status of a placement only,120,23
2018,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Change to/Implementation of care plan,180,36
2018,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Child requests placement to end,c,c
2018,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Custody,z,z
2018,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Other,150,29
2018,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Resignation or closure of provision,0,0
2018,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Responsible/Area authority requests placement to end,c,c
2018,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Standards of care concern,c,c
2018,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,All Placements,3000,6
2018,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Allegation (s47),50,2
2018,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Approval removed,40,1
2018,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Carer requests placement end other than due to child's behaviour,40,1
2018,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Carer requests placement ends due to child's behaviour,100,3
2018,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Change in the status of a placement only,820,27
2018,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Change to/Implementation of care plan,1010,34
2018,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Child requests placement to end,100,3
2018,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Custody,z,z
2018,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Other,610,20
2018,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Resignation or closure of provision,c,c
2018,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Responsible/Area authority requests placement to end,80,3
2018,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Standards of care concern,160,5
2018,Reporting year,National,E92000001,England,Placement type,Residential schools,All Placements,70,k
2018,Reporting year,National,E92000001,England,Placement type,Residential schools,Allegation (s47),c,c
2018,Reporting year,National,E92000001,England,Placement type,Residential schools,Approval removed,0,0
2018,Reporting year,National,E92000001,England,Placement type,Residential schools,Carer requests placement end other than due to child's behaviour,0,0
2018,Reporting year,National,E92000001,England,Placement type,Residential schools,Carer requests placement ends due to child's behaviour,c,c
2018,Reporting year,National,E92000001,England,Placement type,Residential schools,Change in the status of a placement only,10,14
2018,Reporting year,National,E92000001,England,Placement type,Residential schools,Change to/Implementation of care plan,30,48
2018,Reporting year,National,E92000001,England,Placement type,Residential schools,Child requests placement to end,c,c
2018,Reporting year,National,E92000001,England,Placement type,Residential schools,Custody,z,z
2018,Reporting year,National,E92000001,England,Placement type,Residential schools,Other,10,17
2018,Reporting year,National,E92000001,England,Placement type,Residential schools,Resignation or closure of provision,c,c
2018,Reporting year,National,E92000001,England,Placement type,Residential schools,Responsible/Area authority requests placement to end,c,c
2018,Reporting year,National,E92000001,England,Placement type,Residential schools,Standards of care concern,0,0
2018,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",All Placements,7650,14
2018,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Allegation (s47),30,k
2018,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Approval removed,20,k
2018,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Carer requests placement end other than due to child's behaviour,250,3
2018,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Carer requests placement ends due to child's behaviour,1450,19
2018,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Change in the status of a placement only,520,7
2018,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Change to/Implementation of care plan,2800,37
2018,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Child requests placement to end,470,6
2018,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Custody,z,z
2018,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Other,1710,22
