"","Web.link","URN","Linked.Education.URN","Provision.type","Registration.date","Registration.status","Name","Address.1","Address.2","Town","County","Postcode","Ofsted.region","Government.Office.Region","Local.authority","Parliamentary.constituency","Sector","Places","Short.break.only.children.s.home","Multi.building.children.s.home","Organisation.which.owns.the.provider","Latest.full.inspection.event.type","Latest.full.inspection.date","Latest.full.inspection.publication.date","Latest.full.inspection.event.number","Overall.experiences.and.progress.of.children.and.young.people","Outcomes.in.education.and.related.learning.activities","Health.services","How.well.children.and.young.people.are.helped.and.protected","The.effectiveness.of.leaders.and.managers","X","X.1"
"2448","Ofsted Social Care Provider Webpage","2648027",NA,"Children's home","07/10/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Pendle","Private",1,"","","Esland North Limited","Full inspection","18/07/2022","02/09/2022",10225209,"Good","","","Good","Good",NA,NA
"2449","Ofsted Social Care Provider Webpage","2649745",NA,"Children's home","28/10/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Cornwall","South East Cornwall","Private",1,"","","Cambian Childcare Ltd","Full inspection","19/10/2022","25/11/2022",10225213,"Good","","","Good","Good",NA,NA
"2450","Ofsted Social Care Provider Webpage","2649926",NA,"Children's home","06/10/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Dorset","Christchurch","Private",1,"","","Beaufort care Group","Full inspection","03/05/2022","28/06/2022",10225216,"Good","","","Good","Good",NA,NA
"2451","Ofsted Social Care Provider Webpage","2650947",NA,"Children's home","18/11/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Dorset","South Dorset","Private",2,"Short-break-only children's home","","Lily Residential Services Ltd","Full inspection","27/09/2022","10/11/2022",10225219,"Good","","","Good","Good",NA,NA
"2452","Ofsted Social Care Provider Webpage","2550526",NA,"Children's home","29/08/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Kingston upon Hull","Kingston upon Hull North","Local Authority",1,"","","Hull City Council","Full inspection","10/05/2022","23/06/2022",10224633,"Outstanding","","","Outstanding","Outstanding",NA,NA
"2453","Ofsted Social Care Provider Webpage","2550830",NA,"Children's home","10/01/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Rotherham","Wentworth and Dearne","Private",5,"","","Rainbows Corner Ltd","Full inspection","06/12/2022","24/01/2023",10224635,"Good","","","Good","Requires improvement to be good",NA,NA
"2454","Ofsted Social Care Provider Webpage","2558515",NA,"Children's home","19/12/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Derbyshire","South Derbyshire","Private",4,"","","Ashwood Childrens Care Home Ltd","Full inspection","17/05/2022","30/06/2022",10224659,"Good","","","Good","Good",NA,NA
"2455","Ofsted Social Care Provider Webpage","2561726",NA,"Children's home","11/02/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","East Riding of Yorkshire","East Yorkshire","Private",2,"","","Vcare - 24 Limited","Full inspection","02/08/2022","26/09/2022",10224671,"Good","","","Requires improvement to be good","Good",NA,NA
"2456","Ofsted Social Care Provider Webpage","2570535",NA,"Children's home","04/05/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Shropshire","Shrewsbury and Atcham","Private",4,"","","Keys Nhcc Ltd","Full inspection","23/08/2022","30/09/2022",10224721,"Good","","","Good","Good",NA,NA
"2457","Ofsted Social Care Provider Webpage","2630701",NA,"Children's home","27/07/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Sheffield","Sheffield Central","Private",2,"","","AEGIS 24/7 LTD","Full inspection","11/04/2022","07/06/2022",10225100,"Good","","","Good","Requires improvement to be good",NA,NA
"2458","Ofsted Social Care Provider Webpage","2630934",NA,"Children's home","05/03/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Derbyshire","Derbyshire Dales","Private",5,"","","Aspris Children's Services Limited","Full inspection","30/11/2021","10/01/2022",10188302,"Good","","","Good","Requires improvement to be good",NA,NA
"2459","Ofsted Social Care Provider Webpage","2594061",NA,"Children's home","10/07/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Leeds","Pudsey","Private",3,"","","Nestlings Care Ltd","Full inspection","13/06/2022","15/08/2022",10224865,"Requires improvement to be good","","","Requires improvement to be good","Inadequate",NA,NA
"2460","Ofsted Social Care Provider Webpage","SC408513",NA,"Children's home","12/04/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Cheshire East","Congleton","Private",3,"","","Oracle Care Limited","Full inspection","24/05/2022","15/07/2022",10223247,"Good","","","Good","Good",NA,NA
"2461","Ofsted Social Care Provider Webpage","SC413223",NA,"Children's home","12/10/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","St Helens","St Helens North","Private",1,"","","2nd Nurture Ltd","Full inspection","13/09/2022","28/10/2022",10223276,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"2462","Ofsted Social Care Provider Webpage","SC416318",NA,"Children's home","22/12/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Morecambe and Lunesdale","Private",4,"","","Bay View Child Care Limited","Full inspection","03/03/2023","19/04/2023",10223290,"Good","","","Good","Good",NA,NA
"2463","Ofsted Social Care Provider Webpage","SC416915",NA,"Children's home","20/12/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Kent","South Thanet","Private",7,"","","Acorn Homes (UK) Ltd","Full inspection","07/03/2023","19/04/2023",10223293,"Outstanding","","","Outstanding","Outstanding",NA,NA
"2464","Ofsted Social Care Provider Webpage","SC417795",NA,"Children's home","02/11/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Leeds","Leeds North East","Private",4,"","","Pebbles Care Limited","Full inspection","22/08/2022","03/10/2022",10223296,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"2465","Ofsted Social Care Provider Webpage","SC419808",NA,"Children's home","12/11/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Cheshire West and Chester","City of Chester","Private",4,"","","Good Foundations ltd","Full inspection","19/04/2022","30/05/2022",10213279,"Good","","","Good","Requires improvement to be good",NA,NA
"2466","Ofsted Social Care Provider Webpage","SC422481",NA,"Children's home","21/12/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","St Helens","St Helens North","Private",2,"","","Inspire Childrens Services Limited","Full inspection","14/09/2022","20/10/2022",10223311,"Good","","","Good","Good",NA,NA
"2467","Ofsted Social Care Provider Webpage","2510323",NA,"Children's home","25/03/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Hertfordshire","St Albans","Voluntary",5,"","","MacIntyre Care","Full inspection","27/04/2022","06/06/2022",10224453,"Good","","","Good","Requires improvement to be good",NA,NA
"2468","Ofsted Social Care Provider Webpage","2510328",NA,"Children's home","30/04/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Birmingham","Birmingham, Perry Barr","Private",3,"","","Hand In Hand Childcare","Full inspection","26/04/2022","15/06/2022",10224455,"Good","","","Good","Requires improvement to be good",NA,NA
"2469","Ofsted Social Care Provider Webpage","2638736",NA,"Children's home","23/06/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Cheshire East","Crewe and Nantwich","Private",2,"","","Homes for Support Limited","Full inspection","05/09/2022","17/10/2022",10225158,"Good","","","Good","Good",NA,NA
"2470","Ofsted Social Care Provider Webpage","2639649",NA,"Children's home","28/09/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","West Lancashire","Private",2,"","","Contemporary Concept Care Limited","Full inspection","11/05/2022","05/07/2022",10225161,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"2471","Ofsted Social Care Provider Webpage","SC008608",NA,"Children's home","02/07/2001","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Stockport","Denton and Reddish","Private",2,"","","The Partnership Of Care Today","Full inspection","28/02/2023","19/04/2023",10222468,"Good","","","Good","Good",NA,NA
"2472","Ofsted Social Care Provider Webpage","SC047894",NA,"Children's home","26/09/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Suffolk","South Suffolk","Private",4,"","","Care Focus Limited","Full inspection","09/11/2022","09/12/2022",10222806,"Good","","","Good","Good",NA,NA
"2473","Ofsted Social Care Provider Webpage","SC049189",NA,"Children's home","23/09/2004","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Rochdale","Heywood and Middleton","Private",3,"","","The Partnership Of Care Today","Full inspection","06/09/2022","11/10/2022",10222809,"Good","","","Good","Good",NA,NA
"2474","Ofsted Social Care Provider Webpage","2584908",NA,"Children's home","07/10/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Shropshire","Shrewsbury and Atcham","Local Authority",2,"","","Shropshire Council","Full inspection","06/02/2023","20/03/2023",10224777,"Outstanding","","","Outstanding","Outstanding",NA,NA
"2475","Ofsted Social Care Provider Webpage","2586943",NA,"Children's home","22/06/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Staffordshire","South Staffordshire","Private",4,"","","Horizon Care and Education Group Limited","Full inspection","16/06/2021","15/07/2021",10186142,"Good","","","Good","Good",NA,NA
"2476","Ofsted Social Care Provider Webpage","2587132",NA,"Children's home","06/07/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","Newcastle upon Tyne","Newcastle upon Tyne East","Private",2,"","","Outdoor Care Limited","Full inspection","13/06/2022","18/07/2022",10224793,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"2477","Ofsted Social Care Provider Webpage","2587233",NA,"Children's home","10/07/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Rotherham","Rother Valley","Private",1,"","","Safe Haven Adolescent Care Group Ltd","Full inspection","21/09/2022","31/10/2022",10224794,"Good","","","Good","Good",NA,NA
"2478","Ofsted Social Care Provider Webpage","2587315",NA,"Children's home","01/11/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Worcestershire","West Worcestershire","Health Authority",4,"Short-break-only children's home","","Herefordshire and Worcestershire Health and Care NHS Trust","Full inspection","09/11/2021","29/12/2021",10186968,"Good","","","Requires improvement to be good","Good",NA,NA
"2479","Ofsted Social Care Provider Webpage","SC471038",NA,"Children's home","03/12/2013","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Plymouth","Plymouth, Sutton and Devonport","Private",1,"","","Cambian Childcare Ltd","Full inspection","24/06/2022","18/08/2022",10223618,"Outstanding","","","Outstanding","Outstanding",NA,NA
"2480","Ofsted Social Care Provider Webpage","SC472139",NA,"Children's home","13/11/2013","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","West Berkshire","Wokingham","Private",3,"","","Amegreen Children's Services Limited","Full inspection","27/06/2022","01/09/2022",10223627,"Good","","","Good","Good",NA,NA
"2481","Ofsted Social Care Provider Webpage","SC472417",NA,"Children's home","10/01/2014","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","Hartlepool","Hartlepool","Local Authority",4,"","","Hartlepool Borough Council","Full inspection","10/11/2022","13/01/2023",10223633,"Inadequate","","","Inadequate","Inadequate",NA,NA
"2482","Ofsted Social Care Provider Webpage","SC051739",NA,"Children's home","24/11/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Nottinghamshire","Broxtowe","Private",3,"","","Pathway Care Solutions Ltd","Full inspection","07/02/2023","17/03/2023",10222811,"Good","","","Good","Good",NA,NA
"2483","Ofsted Social Care Provider Webpage","SC040633",NA,"Children's home","05/12/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Surrey","Woking","Local Authority",5,"","","Surrey County Council","Full inspection","25/05/2021","12/07/2021",10185383,"Outstanding","","","Outstanding","Outstanding",NA,NA
"2484","Ofsted Social Care Provider Webpage","SC042950",NA,"Children's home","29/01/2004","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Lincolnshire","Gainsborough","Local Authority",6,"","","Lincolnshire County Council","Full inspection","18/10/2022","19/12/2022",10222782,"Good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"2485","Ofsted Social Care Provider Webpage","SC043697",NA,"Children's home","07/11/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Tameside","Stalybridge and Hyde","Private",7,"","","Halliwell Homes Limited","Full inspection","07/12/2022","25/01/2023",10250438,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
