time_period,time_identifier,geographic_level,country_code,country_name,care_leaver_age,cla_group,characteristic,activity_type,number,percentage
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Foster placements,Education other than higher education,70,44
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Foster placements,Higher education i.e. studies beyond A level,10,5
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Foster placements,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Foster placements,In training or employment,20,13
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Foster placements,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Foster placements,Information not known,40,22
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Foster placements,"Not in education, employment or training",30,17
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Foster placements,Total care leavers,170,100
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,Education other than higher education,20,17
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,Higher education i.e. studies beyond A level,c,c
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,In training or employment,10,8
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,Information not known,20,27
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,"Not in education, employment or training",40,44
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,Total care leavers,90,100
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other placements,Education other than higher education,c,c
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other placements,Higher education i.e. studies beyond A level,0,0
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other placements,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other placements,In training or employment,0,0
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other placements,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other placements,Information not known,c,c
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other placements,"Not in education, employment or training",c,c
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other placements,Total care leavers,c,c
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other residential settings,Education other than higher education,20,29
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other residential settings,Higher education i.e. studies beyond A level,0,0
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other residential settings,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other residential settings,In training or employment,10,10
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other residential settings,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other residential settings,Information not known,20,25
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other residential settings,"Not in education, employment or training",30,37
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other residential settings,Total care leavers,70,100
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,Education other than higher education,30,34
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,Higher education i.e. studies beyond A level,c,c
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,In training or employment,20,17
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,Information not known,20,26
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,"Not in education, employment or training",20,20
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,Total care leavers,90,100
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Residential schools,Education other than higher education,c,c
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Residential schools,Higher education i.e. studies beyond A level,0,0
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Residential schools,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Residential schools,In training or employment,0,0
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Residential schools,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Residential schools,Information not known,0,0
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Residential schools,"Not in education, employment or training",0,0
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Residential schools,Total care leavers,c,c
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Secure homes and children's homes,Education other than higher education,20,34
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Secure homes and children's homes,Higher education i.e. studies beyond A level,0,0
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Secure homes and children's homes,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Secure homes and children's homes,In training or employment,c,c
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Secure homes and children's homes,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Secure homes and children's homes,Information not known,10,17
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Secure homes and children's homes,"Not in education, employment or training",20,40
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Secure homes and children's homes,Total care leavers,50,100
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Total placement,Education other than higher education,160,34
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Total placement,Higher education i.e. studies beyond A level,10,3
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Total placement,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Total placement,In training or employment,60,12
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Total placement,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Total placement,Information not known,110,24
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Total placement,"Not in education, employment or training",130,28
2020,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Total placement,Total care leavers,480,100
2020,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Foster placements,Education other than higher education,2150,57
2020,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Foster placements,Higher education i.e. studies beyond A level,170,5
