URN,Provision Type,LA,Sector,GOR,Max/Estimated Places
SC046621,Children's Home,Rochdale,Private,North West,2
SC403464,Children's Home,Rochdale,Private,North West,2
SC456416,Children's Home,Rochdale,Private,North West,1
SC456543,Children's Home,Rochdale,Private,North West,1
SC008342,Children's Home,Salford,Private,North West,5
SC388991,Children's Home,Sandwell,Private,West Midlands,2
SC062013,Children's Home,Sefton,Private,North West,3
SC476220,Children's Home,Sefton,Local Authority,North West,4
SC036026,Children's Home,Sheffield,Local Authority,Yorkshire and The Humber,5
SC066747,Children's Home,Sheffield,Local Authority,Yorkshire and The Humber,5
SC370982,Children's Home,Shropshire,Local Authority,West Midlands,4
SC366080,Children's Home,Shropshire,Private,West Midlands,3
SC381725,Children's Home,Shropshire,Private,West Midlands,1
SC407933,Children's Home,Shropshire,Private,West Midlands,4
SC476259,Children's Home,Shropshire,Private,West Midlands,4
SC476267,Children's Home,Shropshire,Private,West Midlands,5
SC062877,Children's Home,Somerset,Private,South West,2
SC363393,Children's Home,Somerset,Private,South West,3
SC411798,Children's Home,Somerset,Private,South West,2
SC443081,Children's Home,Somerset,Private,South West,2
SC374640,Children's Home,South Gloucestershire,Private,South West,3
SC389183,Children's Home,Southampton,Private,South East,3
SC407787,Children's Home,Southampton,Private,South East,6
SC407790,Children's Home,Southampton,Private,South East,5
SC457127,Children's Home,Staffordshire,Private,West Midlands,2
SC008487,Children's Home,Stockport,Private,North West,6
SC067238,Children's Home,Stockport,Private,North West,5
SC008274,Children's Home,Stoke on Trent,Private,West Midlands,2
SC005045,Children's Home,Staffordshire,Private,West Midlands,3
SC455401,Children's Home,Staffordshire,Private,West Midlands,5
SC463852,Children's Home,Staffordshire,Private,West Midlands,3
SC474782,Children's Home,Staffordshire,Private,West Midlands,2
SC475347,Children's Home,Staffordshire,Private,West Midlands,2
SC008608,Children's Home,Stockport,Private,North West,2
SC394463,Children's Home,Stockport,Private,North West,3
SC396884,Children's Home,Stockport,Private,North West,6
SC477031,Children's Home,Stockton on Tees,Private,North East,5
SC403895,Children's Home,Stoke on Trent,Local Authority,West Midlands,2
SC037281,Children's Home,Suffolk,Local Authority,East of England,7
SC405285,Children's Home,Sunderland,Voluntary,North East,4
SC068827,Children's Home,Surrey,Local Authority,South East,5
SC397092,Children's Home,Telford & Wrekin,Private,West Midlands,2
SC405977,Children's Home,Telford & Wrekin,Private,West Midlands,2
SC426719,Children's Home,Telford & Wrekin,Private,West Midlands,6
SC033229,Children's Home,Tower Hamlets,Local Authority,London,6
SC032475,Children's Home,Trafford,Local Authority,North West,5
SC063815,Children's Home,Walsall,Local Authority,West Midlands,4
SC007290,Children's Home,Waltham Forest,Private,London,4
SC384466,Children's Home,Waltham Forest,Private,London,3
SC398367,Children's Home,Wigan,Private,North West,4
SC477724,Children's Home,Wigan,Private,North West,3
SC451819,Children's Home,Wiltshire,Private,South West,4
SC431807,Children's Home,Wokingham,Private,South East,4
SC390576,Children's Home,Wolverhampton,Private,West Midlands,4
SC043909,Further Education College,Leicestershire,Voluntary,East Midlands,41
SC039105,Further Education College,Lincolnshire,Voluntary,East Midlands,19
SC046042,Further Education College,Northumberland,Voluntary,North East,160
SC472125,Independent Fostering Agency,Birmingham,Private,West Midlands,0
SC047677,Independent Fostering Agency,Buckinghamshire,Private,South East,0
SC425236,Independent Fostering Agency,Coventry,Private,West Midlands,0
SC039993,Independent Fostering Agency,Croydon,Private,London,0
SC036188,Independent Fostering Agency,Durham,Voluntary,North East,0
SC067431,Independent Fostering Agency,Enfield,Voluntary,London,0
SC393146,Independent Fostering Agency,Harrow,Private,London,0
SC417504,Independent Fostering Agency,Herefordshire,Private,West Midlands,0
SC036707,Independent Fostering Agency,Kent,Private,South East,0
SC448220,Independent Fostering Agency,Kent,Private,South East,0
SC061808,Independent Fostering Agency,Kent,Voluntary,South East,0
SC064965,Independent Fostering Agency,Merton,Private,London,0
SC036616,Independent Fostering Agency,Milton Keynes,Private,South East,0
SC033433,Independent Fostering Agency,North Tyneside,Voluntary,North East,0
SC066668,Independent Fostering Agency,Oldham,Private,North West,0
SC409084,Independent Fostering Agency,Sefton,Private,North West,0
SC398387,Independent Fostering Agency,Shropshire,Private,West Midlands,0
SC036400,Independent Fostering Agency,South Gloucestershire,Private,South West,0
SC061317,Independent Fostering Agency,Suffolk,Private,East of England,0
SC462458,Adoption Support Agency,Buckinghamshire,Private,South East,0
SC431970,Adoption Support Agency,Cumbria,Private,North West,0
SC063056,Boarding School,Greenwich,Private,London,150
SC459411,Boarding School,Hillingdon,Academy,London,50
SC060655,Boarding School,Lincolnshire,Academy,East Midlands,55
SC475345,Boarding School,Bath & NE Somerset,Academy,South West,26
SC382720,Boarding School,West Berkshire (Newbury),Private,South East,39
SC033805,Children's Home,Barnet,Local Authority,London,6
SC034134,Children's Home,Barnet,Local Authority,London,6
SC363630,Children's Home,Barnsley,Private,Yorkshire and The Humber,3
SC409506,Children's Home,Bedford Borough,Local Authority,East of England,7
SC429242,Children's Home,Bedford Borough,Private,East of England,5
SC035107,Children's Home,Birmingham,Local Authority,West Midlands,7
SC049714,Children's Home,Birmingham,Private,West Midlands,2
SC066187,Children's Home,Birmingham,Private,West Midlands,3
SC453726,Children's Home,Birmingham,Private,West Midlands,4
SC464249,Children's Home,Birmingham,Private,West Midlands,2
SC470457,Children's Home,Birmingham,Private,West Midlands,3
SC062782,Children's Home,Blackpool,Private,North West,4
SC363398,Children's Home,Blackpool,Private,North West,6
SC451266,Children's Home,Bolton,Voluntary,North West,4
SC065046,Children's Home,Bournemouth,Private,South West,4
SC437305,Children's Home,Bradford,Private,Yorkshire and The Humber,8
SC034301,Children's Home,Bristol City,Local Authority,South West,5
SC062317,Children's Home,Buckinghamshire,Private,South East,4
SC008435,Children's Home,Bury,Private,North West,4
SC462593,Children's Home,Calderdale,Private,Yorkshire and The Humber,4
SC378464,Children's Home,Central Bedfordshire,Private,East of England,3
SC478707,Children's Home,Central Bedfordshire,Private,East of England,4
SC387546,Children's Home,Coventry,Private,West Midlands,6
SC476069,Children's Home,Croydon,Private,London,5
SC034168,Children's Home,Cumbria,Local Authority,North West,7
SC035049,Children's Home,Cumbria,Private,North West,3
SC061158,Children's Home,Cumbria,Private,North West,1
SC035972,Children's Home,Derbyshire,Local Authority,East Midlands,5
SC457132,Children's Home,Devon,Private,South West,1
SC457137,Children's Home,Devon,Private,South West,1
SC399586,Children's Home,Doncaster,Private,Yorkshire and The Humber,2
SC481444,Children's Home,Doncaster,Private,Yorkshire and The Humber,4
SC392549,Children's Home,Durham,Private,North East,3
SC453372,Children's Home,Durham,Private,North East,3
SC458754,Children's Home,Durham,Voluntary,North East,9
SC459857,Children's Home,Ealing,Voluntary,London,8
SC035543,Children's Home,East Riding of Yorkshire,Local Authority,Yorkshire and The Humber,6
SC036501,Children's Home,East Sussex,Private,South East,3
SC010699,Children's Home,Enfield,Private,London,5
SC434100,Children's Home,Enfield,Private,London,3
SC068181,Children's Home,Essex,Private,East of England,2
SC438764,Children's Home,Southend on Sea,Private,East of England,6
SC456537,Children's Home,Warrington,Private,North West,4
SC456798,Children's Home,Warrington,Private,North West,1
SC030677,Children's Home,West Berkshire (Newbury),Local Authority,South East,6
SC473335,Children's Home,West Berkshire (Newbury),Private,South East,2
SC044259,Children's Home,West Sussex,Private,South East,5
SC066466,Children's Home,West Sussex,Private,South East,6
SC355902,Children's Home,West Sussex,Private,South East,6
SC482300,Children's Home,West Sussex,Private,South East,20
SC040266,Children's Home,Wigan,Local Authority,North West,5
SC409532,Children's Home,Wigan,Private,North West,6
SC461938,Children's Home,Wirral,Private,North West,2
SC384198,Children's Home,Wolverhampton,Private,West Midlands,4
SC037471,Children's Home,Worcestershire,Local Authority,West Midlands,4
SC059801,Children's Home,Worcestershire,Local Authority,West Midlands,6
SC407929,Children's Home,Worcestershire,Private,West Midlands,8
SC434223,Children's Home,Worcestershire,Private,West Midlands,2
SC476401,Children's Home,Worcestershire,Private,West Midlands,5
SC059818,Further Education College,Hertfordshire,Voluntary,East of England,61
SC041848,Further Education College,Poole,Voluntary,South West,55
SC447166,Independent Fostering Agency,Birmingham,Private,West Midlands,0
SC034087,Independent Fostering Agency,Camden,Voluntary,London,0
SC381635,Independent Fostering Agency,Croydon,Private,London,0
SC418371,Independent Fostering Agency,Croydon,Private,London,0
SC036057,Independent Fostering Agency,Durham,Private,North East,0
SC037579,Independent Fostering Agency,Durham,Private,North East,0
SC041486,Independent Fostering Agency,Durham,Private,North East,0
SC034253,Independent Fostering Agency,Essex,Private,East of England,0
SC064986,Independent Fostering Agency,Essex,Private,East of England,0
SC049096,Independent Fostering Agency,Hackney,Private,London,0
SC397846,Independent Fostering Agency,Hampshire,Private,South East,0
SC425866,Independent Fostering Agency,Hampshire,Voluntary,South East,0
SC063404,Independent Fostering Agency,Hertfordshire,Private,East of England,0
SC036583,Independent Fostering Agency,Kent,Private,South East,0
SC376060,Independent Fostering Agency,Kent,Private,South East,0
SC036607,Independent Fostering Agency,Kent,Voluntary,South East,0
SC060131,Independent Fostering Agency,Leicester City,Private,East Midlands,0
SC047548,Independent Fostering Agency,Liverpool,Voluntary,North West,0
SC057840,Independent Fostering Agency,Southend on Sea,Private,East of England,0
SC417598,Independent Fostering Agency,Southend on Sea,Private,East of England,0
SC033818,Independent Fostering Agency,Southwark,Private,London,0
SC034855,Independent Fostering Agency,Warwickshire,Voluntary,West Midlands,0
SC041171,Independent Fostering Agency,Warwickshire,Voluntary,West Midlands,0
SC439783,Residential Family Centre,Barnet,Private,London,7
SC052588,Residential Family Centre,Croydon,Private,London,9
SC006621,Residential Special School,Cheshire West and Chester,Local Authority,North West,18
SC006624,Residential Special School,Cheshire West and Chester,Local Authority,North West,54
SC007615,Residential Special School,Durham,Local Authority,North East,20
SC060332,Children's Home,Worcestershire,Local Authority,West Midlands,4
SC457089,Children's Home,Shropshire,Private,West Midlands,3
SC008016,Further Education College,Doncaster,Voluntary,Yorkshire and The Humber,55
SC055268,Further Education College,East Riding of Yorkshire,Voluntary,Yorkshire and The Humber,164
SC477625,Further Education College,Norfolk,Voluntary,East of England,110.8
SC040955,Further Education College,York,Voluntary,Yorkshire and The Humber,470
SC060748,Independent Fostering Agency,Barnet,Voluntary,London,0
SC443768,Independent Fostering Agency,Cheshire East,Private,North West,0
SC384584,Independent Fostering Agency,Derbyshire,Private,East Midlands,0
SC064273,Independent Fostering Agency,Devon,Voluntary,South West,0
SC042455,Independent Fostering Agency,Dudley,Voluntary,West Midlands,0
SC040334,Independent Fostering Agency,Enfield,Private,London,0
SC453772,Independent Fostering Agency,Enfield,Private,London,0
SC038134,Independent Fostering Agency,Kent,Private,South East,0
SC396525,Independent Fostering Agency,Lancashire,Private,North West,0
SC398338,Independent Fostering Agency,Lancashire,Private,North West,0
SC035213,Independent Fostering Agency,Lewisham,Private,London,0
SC368918,Independent Fostering Agency,Salford,Private,North West,0
SC035327,Independent Fostering Agency,Newham,Private,London,0
SC406969,Independent Fostering Agency,Norfolk,Private,East of England,0
SC033189,Independent Fostering Agency,North East Lincolnshire,Private,Yorkshire and The Humber,0
SC033478,Independent Fostering Agency,Oxfordshire,Private,South East,0
SC056442,Independent Fostering Agency,Sandwell,Voluntary,West Midlands,0
SC386558,Independent Fostering Agency,Somerset,Private,South West,0
SC440120,Independent Fostering Agency,Somerset,Private,South West,0
SC039599,Independent Fostering Agency,Southampton,Voluntary,South East,0
SC043377,Independent Fostering Agency,Southwark,Private,London,0
SC442125,Independent Fostering Agency,Surrey,Private,South East,0
SC059742,Independent Fostering Agency,Trafford,Private,North West,0
SC040408,Independent Fostering Agency,Warrington,Private,North West,0
SC032330,Independent Fostering Agency,West Sussex,Private,South East,0
SC465949,Independent Fostering Agency,West Sussex,Private,South East,0
