time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,reason_for_change,number,percent
2019,Reporting year,National,E92000001,England,Duration of Placement,Total,Standards of care concern,670,1
2019,Reporting year,National,E92000001,England,Gender,Female,All Placements,25560,45
2019,Reporting year,National,E92000001,England,Gender,Female,Allegation (s47),200,1
2019,Reporting year,National,E92000001,England,Gender,Female,Approval removed,140,1
2019,Reporting year,National,E92000001,England,Gender,Female,Carer requests placement end other than due to child's behaviour,1370,5
2019,Reporting year,National,E92000001,England,Gender,Female,Carer requests placement ends due to child's behaviour,2740,11
2019,Reporting year,National,E92000001,England,Gender,Female,Change in the status of a placement only,4250,17
2019,Reporting year,National,E92000001,England,Gender,Female,Change to/Implementation of care plan,8550,33
2019,Reporting year,National,E92000001,England,Gender,Female,Child requests placement to end,1190,5
2019,Reporting year,National,E92000001,England,Gender,Female,Custody,10,k
2019,Reporting year,National,E92000001,England,Gender,Female,Other,5970,23
2019,Reporting year,National,E92000001,England,Gender,Female,Resignation or closure of provision,210,1
2019,Reporting year,National,E92000001,England,Gender,Female,Responsible/Area authority requests placement to end,610,2
2019,Reporting year,National,E92000001,England,Gender,Female,Standards of care concern,310,1
2019,Reporting year,National,E92000001,England,Gender,Male,All Placements,31130,55
2019,Reporting year,National,E92000001,England,Gender,Male,Allegation (s47),220,1
2019,Reporting year,National,E92000001,England,Gender,Male,Approval removed,160,1
2019,Reporting year,National,E92000001,England,Gender,Male,Carer requests placement end other than due to child's behaviour,1660,5
2019,Reporting year,National,E92000001,England,Gender,Male,Carer requests placement ends due to child's behaviour,3610,12
2019,Reporting year,National,E92000001,England,Gender,Male,Change in the status of a placement only,4940,16
2019,Reporting year,National,E92000001,England,Gender,Male,Change to/Implementation of care plan,10500,34
2019,Reporting year,National,E92000001,England,Gender,Male,Child requests placement to end,1130,4
2019,Reporting year,National,E92000001,England,Gender,Male,Custody,140,k
2019,Reporting year,National,E92000001,England,Gender,Male,Other,7280,23
2019,Reporting year,National,E92000001,England,Gender,Male,Resignation or closure of provision,300,1
2019,Reporting year,National,E92000001,England,Gender,Male,Responsible/Area authority requests placement to end,830,3
2019,Reporting year,National,E92000001,England,Gender,Male,Standards of care concern,360,1
2019,Reporting year,National,E92000001,England,Gender,Total,All Placements,56680,100
2019,Reporting year,National,E92000001,England,Gender,Total,Allegation (s47),430,1
2019,Reporting year,National,E92000001,England,Gender,Total,Approval removed,300,1
2019,Reporting year,National,E92000001,England,Gender,Total,Carer requests placement end other than due to child's behaviour,3030,5
2019,Reporting year,National,E92000001,England,Gender,Total,Carer requests placement ends due to child's behaviour,6350,11
2019,Reporting year,National,E92000001,England,Gender,Total,Change in the status of a placement only,9200,16
2019,Reporting year,National,E92000001,England,Gender,Total,Change to/Implementation of care plan,19050,34
2019,Reporting year,National,E92000001,England,Gender,Total,Child requests placement to end,2320,4
2019,Reporting year,National,E92000001,England,Gender,Total,Custody,160,k
2019,Reporting year,National,E92000001,England,Gender,Total,Other,13240,23
2019,Reporting year,National,E92000001,England,Gender,Total,Resignation or closure of provision,510,1
2019,Reporting year,National,E92000001,England,Gender,Total,Responsible/Area authority requests placement to end,1440,3
2019,Reporting year,National,E92000001,England,Gender,Total,Standards of care concern,670,1
2019,Reporting year,National,E92000001,England,Placement type,Foster placements,All Placements,37420,66
2019,Reporting year,National,E92000001,England,Placement type,Foster placements,Allegation (s47),350,1
2019,Reporting year,National,E92000001,England,Placement type,Foster placements,Approval removed,180,k
2019,Reporting year,National,E92000001,England,Placement type,Foster placements,Carer requests placement end other than due to child's behaviour,2470,7
2019,Reporting year,National,E92000001,England,Placement type,Foster placements,Carer requests placement ends due to child's behaviour,4020,11
2019,Reporting year,National,E92000001,England,Placement type,Foster placements,Change in the status of a placement only,6770,18
2019,Reporting year,National,E92000001,England,Placement type,Foster placements,Change to/Implementation of care plan,12470,33
2019,Reporting year,National,E92000001,England,Placement type,Foster placements,Child requests placement to end,1280,3
2019,Reporting year,National,E92000001,England,Placement type,Foster placements,Custody,20,k
2019,Reporting year,National,E92000001,England,Placement type,Foster placements,Other,8280,22
2019,Reporting year,National,E92000001,England,Placement type,Foster placements,Resignation or closure of provision,290,1
2019,Reporting year,National,E92000001,England,Placement type,Foster placements,Responsible/Area authority requests placement to end,900,2
2019,Reporting year,National,E92000001,England,Placement type,Foster placements,Standards of care concern,390,1
2019,Reporting year,National,E92000001,England,Placement type,Other placements,All Placements,1000,2
2019,Reporting year,National,E92000001,England,Placement type,Other placements,Allegation (s47),0,0
2019,Reporting year,National,E92000001,England,Placement type,Other placements,Approval removed,20,2
2019,Reporting year,National,E92000001,England,Placement type,Other placements,Carer requests placement end other than due to child's behaviour,40,4
2019,Reporting year,National,E92000001,England,Placement type,Other placements,Carer requests placement ends due to child's behaviour,70,7
2019,Reporting year,National,E92000001,England,Placement type,Other placements,Change in the status of a placement only,240,24
2019,Reporting year,National,E92000001,England,Placement type,Other placements,Change to/Implementation of care plan,290,29
2019,Reporting year,National,E92000001,England,Placement type,Other placements,Child requests placement to end,30,3
2019,Reporting year,National,E92000001,England,Placement type,Other placements,Custody,c,c
2019,Reporting year,National,E92000001,England,Placement type,Other placements,Other,270,27
2019,Reporting year,National,E92000001,England,Placement type,Other placements,Resignation or closure of provision,c,c
2019,Reporting year,National,E92000001,England,Placement type,Other placements,Responsible/Area authority requests placement to end,30,3
2019,Reporting year,National,E92000001,England,Placement type,Other placements,Standards of care concern,10,1
2019,Reporting year,National,E92000001,England,Placement type,Other placements in the community,All Placements,3500,6
2019,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Allegation (s47),10,k
2019,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Approval removed,20,1
2019,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Carer requests placement end other than due to child's behaviour,90,3
2019,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Carer requests placement ends due to child's behaviour,520,15
2019,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Change in the status of a placement only,350,10
2019,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Change to/Implementation of care plan,940,27
2019,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Child requests placement to end,370,11
2019,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Custody,30,1
2019,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Other,1010,29
2019,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Resignation or closure of provision,30,1
2019,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Responsible/Area authority requests placement to end,100,3
2019,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Standards of care concern,20,1
2019,Reporting year,National,E92000001,England,Placement type,Other residential settings,All Placements,2850,5
2019,Reporting year,National,E92000001,England,Placement type,Other residential settings,Allegation (s47),c,c
2019,Reporting year,National,E92000001,England,Placement type,Other residential settings,Approval removed,20,1
2019,Reporting year,National,E92000001,England,Placement type,Other residential settings,Carer requests placement end other than due to child's behaviour,70,3
2019,Reporting year,National,E92000001,England,Placement type,Other residential settings,Carer requests placement ends due to child's behaviour,120,4
2019,Reporting year,National,E92000001,England,Placement type,Other residential settings,Change in the status of a placement only,240,8
