time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,cla_group,placement_stability,number,percentage
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,Kingston upon Thames,E09000021,CLA on 31 March,With 3 or more placements during the year,14,11
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,Merton,E09000024,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",32,67
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,Merton,E09000024,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,48,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,Merton,E09000024,CLA 2 years on 31 March,Total children,99,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,Merton,E09000024,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,22,22
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,Merton,E09000024,CLA on 31 March,Total children,154,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,Merton,E09000024,CLA on 31 March,With 3 or more placements during the year,17,11
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,Redbridge,E09000026,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",40,63
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,Redbridge,E09000026,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,63,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,Redbridge,E09000026,CLA 2 years on 31 March,Total children,147,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,Redbridge,E09000026,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,24,16
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,Redbridge,E09000026,CLA on 31 March,Total children,237,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,Redbridge,E09000026,CLA on 31 March,With 3 or more placements during the year,12,5
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",21,84
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,25,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,CLA 2 years on 31 March,Total children,71,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,14,20
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,CLA on 31 March,Total children,123,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,CLA on 31 March,With 3 or more placements during the year,11,9
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",40,66
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,61,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,CLA 2 years on 31 March,Total children,149,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,44,30
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,CLA on 31 March,Total children,234,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,CLA on 31 March,With 3 or more placements during the year,33,14
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",47,68
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,69,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,CLA 2 years on 31 March,Total children,182,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,57,31
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,CLA on 31 March,Total children,304,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,CLA on 31 March,With 3 or more placements during the year,34,11
2019,Reporting year,National,E92000001,England,,,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",17550,68
2019,Reporting year,National,E92000001,England,,,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,25710,100
2019,Reporting year,National,E92000001,England,,,,,,CLA 2 years on 31 March,Total children,55640,100
2019,Reporting year,National,E92000001,England,,,,,,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,13000,23
2019,Reporting year,National,E92000001,England,,,,,,CLA on 31 March,Total children,78140,100
2019,Reporting year,National,E92000001,England,,,,,,CLA on 31 March,With 3 or more placements during the year,8310,11
2019,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",1120,69
2019,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,1630,100
2019,Reporting year,Regional,E92000001,England,E12000001,North East,,,,CLA 2 years on 31 March,Total children,3680,100
2019,Reporting year,Regional,E92000001,England,E12000001,North East,,,,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,850,23
2019,Reporting year,Regional,E92000001,England,E12000001,North East,,,,CLA on 31 March,Total children,5340,100
2019,Reporting year,Regional,E92000001,England,E12000001,North East,,,,CLA on 31 March,With 3 or more placements during the year,540,10
2019,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",3770,69
2019,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,5490,100
2019,Reporting year,Regional,E92000001,England,E12000002,North West,,,,CLA 2 years on 31 March,Total children,10910,100
2019,Reporting year,Regional,E92000001,England,E12000002,North West,,,,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,2580,24
2019,Reporting year,Regional,E92000001,England,E12000002,North West,,,,CLA on 31 March,Total children,14660,100
2019,Reporting year,Regional,E92000001,England,E12000002,North West,,,,CLA on 31 March,With 3 or more placements during the year,1560,11
2019,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",1980,68
